journal_title,issn,eissn,subject_area,subject_category,publisher,oa_type,sjr_quartile,sjr_score,impact_factor,h_index,scope
Research in the Mathematical Sciences,2522-0144,2197-9847,,,Springer Nature,Hybrid,Q1,,,,
Research on Chemical Intermediates,0922-6168,1568-5675,,,Springer Nature,Hybrid,Q2,,,,
Research on Child and Adolescent Psychopathology,2730-7166,2730-7174,,,Springer Nature,Hybrid,Q2,,,,
Results in Mathematics,1422-6383,1420-9012,,,Springer Nature,Hybrid,Q1,,,,
Review Journal of Autism and Developmental Disorders,2195-7177,2195-7185,,,Springer Nature,Hybrid,Q2,,,,
Review of Accounting Studies,1380-6653,1573-7136,,,Springer Nature,Hybrid,Q1,,,,
Review of Economics of the Household,1569-5239,1573-7152,,,Springer Nature,Hybrid,Q2,,,,
Review of Managerial Science,1863-6683,1863-6691,,,Springer Nature,Hybrid,Q1,,,,
Reviews in Endocrine and Metabolic Disorders,1389-9155,1573-2606,,,Springer Nature,Hybrid,Q1,,,,
Reviews in Environmental Science and Bio/Technology,1569-1705,1572-9826,,,Springer Nature,Hybrid,Q1,,,,
Reviews in Fish Biology and Fisheries,0960-3166,1573-5184,,,Springer Nature,Hybrid,Q1,,,,
Reviews of Environmental Contamination and Toxicology,0179-5953,2197-6554,,,Springer Nature,Hybrid,Q1,,,,
"Revista de la Real Academia de Ciencias Exactas, Físicas y Naturales. Serie A. Matemáticas",1578-7303,1579-1505,,,Springer Nature,Hybrid,Q1,,,,
Revista Matemática Complutense,1139-1138,1988-2807,,,Springer Nature,Hybrid,Q1,,,,
Rheologica Acta,0035-4511,1435-1528,,,Springer Nature,Hybrid,Q2,,,,
Rheumatology International,0172-8172,1437-160X,,,Springer Nature,Hybrid,Q2,,,,
Ricerche di Matematica,0035-5038,1827-3491,,,Springer Nature,Hybrid,Q1,,,,
Risk Management,1460-3799,1743-4637,,,Springer Nature,Hybrid,Q2,,,,
Rock Mechanics and Rock Engineering,0723-2632,1434-453X,,,Springer Nature,Hybrid,Q1,,,,
School Mental Health,1866-2625,1866-2633,,,Springer Nature,Hybrid,Q1,,,,
Science & Education,0926-7220,1573-1901,,,Springer Nature,Hybrid,Q1,,,,
Science China Chemistry,1674-7291,1869-1870,,,Springer Nature,Hybrid,Q1,,,,
Science China Earth Sciences,1674-7313,1869-1897,,,Springer Nature,Hybrid,Q1,,,,
Science China Information Sciences,1674-733X,1869-1919,,,Springer Nature,Hybrid,Q1,,,,
Science China Life Sciences,1674-7305,1869-1889,,,Springer Nature,Hybrid,Q1,,,,
Science China Materials,2095-8226,2199-4501,,,Springer Nature,Hybrid,Q1,,,,
Science China Mathematics,1674-7283,1869-1862,,,Springer Nature,Hybrid,Q1,,,,
"Science China Physics, Mechanics & Astronomy",1674-7348,1869-1927,,,Springer Nature,Hybrid,Q1,,,,
Science China Technological Sciences,1674-7321,1869-1900,,,Springer Nature,Hybrid,Q1,,,,
Scientometrics,0138-9130,1588-2861,,,Springer Nature,Hybrid,Q1,,,,
Selecta Mathematica,1022-1824,1420-9020,,,Springer Nature,Hybrid,Q1,,,,
Semigroup Forum,0037-1912,1432-2137,,,Springer Nature,Hybrid,Q2,,,,
Seminars in Immunopathology,1863-2297,1863-2300,,,Springer Nature,Hybrid,Q1,,,,
Service Business,1862-8516,1862-8508,,,Springer Nature,Hybrid,Q2,,,,
Set-Valued and Variational Analysis,1877-0533,1877-0541,,,Springer Nature,Hybrid,Q2,,,,
Sex Roles,0360-0025,1573-2762,,,Springer Nature,Hybrid,Q1,,,,
Sexuality and Disability,0146-1044,1573-6717,,,Springer Nature,Hybrid,Q2,,,,
Sexuality Research and Social Policy,1868-9884,1553-6610,,,Springer Nature,Hybrid,Q1,,,,
Silicon,1876-990X,1876-9918,,,Springer Nature,Hybrid,Q2,,,,
Skeletal Radiology,0364-2348,1432-2161,,,Springer Nature,Hybrid,Q2,,,,
Small Business Economics,0921-898X,1573-0913,,,Springer Nature,Hybrid,Q1,,,,
Small-scale Forestry,1873-7617,1873-7854,,,Springer Nature,Hybrid,Q2,,,,
Social Indicators Research,0303-8300,1573-0921,,,Springer Nature,Hybrid,Q1,,,,
Social Justice Research,0885-7466,1573-6725,,,Springer Nature,Hybrid,Q2,,,,
Social Psychiatry and Psychiatric Epidemiology,0933-7954,1433-9285,,,Springer Nature,Hybrid,Q1,,,,
Social Psychology of Education,1381-2890,1573-1928,,,Springer Nature,Hybrid,Q1,,,,
Society,0147-2011,1936-4725,,,Springer Nature,Hybrid,Q2,,,,
Software and Systems Modeling,1619-1366,1619-1374,,,Springer Nature,Hybrid,Q2,,,,
Solar Physics,0038-0938,1573-093X,,,Springer Nature,Hybrid,Q2,,,,
Space Science Reviews,0038-6308,1572-9672,,,Springer Nature,Hybrid,Q1,,,,
Sports Medicine,0112-1642,1179-2035,,,Springer Nature,Hybrid,Q1,,,,
Statistics and Computing,0960-3174,1573-1375,,,Springer Nature,Hybrid,Q2,,,,
Stem Cell Reviews and Reports,2629-3269,2629-3277,,,Springer Nature,Hybrid,Q2,,,,
Stochastic Environmental Research and Risk Assessment,1436-3240,1436-3259,,,Springer Nature,Hybrid,Q1,,,,
Stochastics and Partial Differential Equations: Analysis and Computations,2194-0401,2194-041X,,,Springer Nature,Hybrid,Q2,,,,
Strahlentherapie und Onkologie,0179-7158,1439-099X,,,Springer Nature,Hybrid,Q2,,,,
Structural and Multidisciplinary Optimization,1615-147X,1615-1488,,,Springer Nature,Hybrid,Q1,,,,
Structural Chemistry,1040-0400,1572-9001,,,Springer Nature,Hybrid,Q2,,,,
Studia Logica,0039-3215,1572-8730,,,Springer Nature,Hybrid,Q2,,,,
Sugar Tech,0972-1525,0974-0740,,,Springer Nature,Hybrid,Q2,,,,
Supportive Care in Cancer,0941-4355,1433-7339,,,Springer Nature,Hybrid,Q1,,,,
Surgical Endoscopy,0930-2794,1432-2218,,,Springer Nature,Hybrid,Q1,,,,
Surveys in Geophysics,0169-3298,1573-0956,,,Springer Nature,Hybrid,Q1,,,,
Sustainability Science,1862-4065,1862-4057,,,Springer Nature,Hybrid,Q1,,,,
Synthese,0039-7857,1573-0964,,,Springer Nature,Hybrid,Q1,,,,
Targeted Oncology,1776-2596,1776-260X,,,Springer Nature,Hybrid,Q2,,,,
Techniques in Coloproctology,1123-6337,1128-045X,,,Springer Nature,Hybrid,Q1,,,,
TEST,1133-0686,1863-8260,,,Springer Nature,Hybrid,Q2,,,,
The AAPS Journal,,1550-7416,,,Springer Nature,Hybrid,Q2,,,,
The Annals of Regional Science,0570-1864,1432-0592,,,Springer Nature,Hybrid,Q2,,,,
The Asia-Pacific Education Researcher,0119-5646,2243-7908,,,Springer Nature,Hybrid,Q1,,,,
The Astronomy and Astrophysics Review,0935-4956,1432-0754,,,Springer Nature,Hybrid,Q1,,,,
The Australian Educational Researcher,0311-6999,2210-5328,,,Springer Nature,Hybrid,Q1,,,,
The Botanical Review,0006-8101,1874-9372,,,Springer Nature,Hybrid,Q2,,,,
The European Journal of Development Research,0957-8811,1743-9728,,,Springer Nature,Hybrid,Q2,,,,
The European Journal of Health Economics,1618-7598,1618-7601,,,Springer Nature,Hybrid,Q1,,,,
The European Physical Journal A,1434-6001,1434-601X,,,Springer Nature,Hybrid,Q2,,,,
The European Physical Journal H,2102-6459,2102-6467,,,Springer Nature,Hybrid,Q1,,,,
The European Physical Journal Plus,,2190-5444,,,Springer Nature,Hybrid,Q2,,,,
The European Physical Journal Special Topics,1951-6355,1951-6401,,,Springer Nature,Hybrid,Q2,,,,
The Geneva Papers on Risk and Insurance - Issues and Practice,1018-5895,1468-0440,,,Springer Nature,Hybrid,Q1,,,,
The International Journal of Advanced Manufacturing Technology,0268-3768,1433-3015,,,Springer Nature,Hybrid,Q2,,,,
The International Journal of Life Cycle Assessment,0948-3349,1614-7502,,,Springer Nature,Hybrid,Q1,,,,
The Journal of Antibiotics,0021-8820,1881-1469,,,Springer Nature,Hybrid,Q2,,,,
The Journal of Economic Inequality,1569-1721,1573-8701,,,Springer Nature,Hybrid,Q2,,,,
The Journal of Geometric Analysis,1050-6926,1559-002X,,,Springer Nature,Hybrid,Q1,,,,
The Journal of Membrane Biology,0022-2631,1432-1424,,,Springer Nature,Hybrid,Q2,,,,
The Journal of Real Estate Finance and Economics,0895-5638,1573-045X,,,Springer Nature,Hybrid,Q2,,,,
The Journal of Supercomputing,0920-8542,1573-0484,,,Springer Nature,Hybrid,Q2,,,,
The Journal of Technology Transfer,0892-9912,1573-7047,,,Springer Nature,Hybrid,Q2,,,,
The Patient - Patient-Centered Outcomes Research,1178-1653,1178-1661,,,Springer Nature,Hybrid,Q1,,,,
The Pharmacogenomics Journal,1470-269X,1473-1150,,,Springer Nature,Hybrid,Q2,,,,
The Ramanujan Journal,1382-4090,1572-9303,,,Springer Nature,Hybrid,Q2,,,,
The Review of International Organizations,1559-7431,1559-744X,,,Springer Nature,Hybrid,Q1,,,,
The Science of Nature,0028-1042,1432-1904,,,Springer Nature,Hybrid,Q2,,,,
The Visual Computer,0178-2789,1432-2315,,,Springer Nature,Hybrid,Q2,,,,
The VLDB Journal,1066-8888,0949-877X,,,Springer Nature,Hybrid,Q2,,,,
Theoretical and Applied Genetics,0040-5752,1432-2242,,,Springer Nature,Hybrid,Q1,,,,
Theoretical and Computational Fluid Dynamics,0935-4964,1432-2250,,,Springer Nature,Hybrid,Q2,,,,
Theoretical and Experimental Plant Physiology,,2197-0025,,,Springer Nature,Hybrid,Q2,,,,
Theoretical Medicine and Bioethics,1386-7415,1573-1200,,,Springer Nature,Hybrid,Q2,,,,
Theory and Society,0304-2421,1573-7853,,,Springer Nature,Hybrid,Q2,,,,
Tissue Engineering and Regenerative Medicine,1738-2696,2212-5469,,,Springer Nature,Hybrid,Q2,,,,
Topics in Catalysis,1022-5528,1572-9028,,,Springer Nature,Hybrid,Q2,,,,
Topics in Current Chemistry,2365-0869,2364-8961,,,Springer Nature,Hybrid,Q1,,,,
Translational Stroke Research,1868-4483,1868-601X,,,Springer Nature,Hybrid,Q1,,,,
Transportation,0049-4488,1572-9435,,,Springer Nature,Hybrid,Q2,,,,
Tree Genetics & Genomes,1614-2942,1614-2950,,,Springer Nature,Hybrid,Q2,,,,
Trees,0931-1890,1432-2285,,,Springer Nature,Hybrid,Q2,,,,
Trends in Organized Crime,1084-4791,1936-4830,,,Springer Nature,Hybrid,Q1,,,,
Tribology Letters,1023-8883,1573-2711,,,Springer Nature,Hybrid,Q2,,,,
Tropical Animal Health and Production,0049-4747,1573-7438,,,Springer Nature,Hybrid,Q2,,,,
Universal Access in the Information Society,1615-5289,1615-5297,,,Springer Nature,Hybrid,Q2,,,,
Updates in Surgery,2038-131X,2038-3312,,,Springer Nature,Hybrid,Q2,,,,
URBAN DESIGN International,1357-5317,1468-4519,,,Springer Nature,Hybrid,Q2,,,,
Urban Ecosystems,1083-8155,1573-1642,,,Springer Nature,Hybrid,Q2,,,,
Urolithiasis,2194-7228,2194-7236,,,Springer Nature,Hybrid,Q2,,,,
User Modeling and User-Adapted Interaction,0924-1868,1573-1391,,,Springer Nature,Hybrid,Q2,,,,
Vegetation History and Archaeobotany,0939-6314,1617-6278,,,Springer Nature,Hybrid,Q1,,,,
Veterinary Research Communications,0165-7380,1573-7446,,,Springer Nature,Hybrid,Q2,,,,
Virchows Archiv,0945-6317,1432-2307,,,Springer Nature,Hybrid,Q2,,,,
Water Resources Management,0920-4741,1573-1650,,,Springer Nature,Hybrid,Q1,,,,
"Water, Air, & Soil Pollution",0049-6979,1573-2932,,,Springer Nature,Hybrid,Q2,,,,
Welding in the World,0043-2288,1878-6669,,,Springer Nature,Hybrid,Q2,,,,
Wiener klinische Wochenschrift,0043-5325,1613-7671,,,Springer Nature,Hybrid,Q2,,,,
Wood Science and Technology,0043-7719,1432-5225,,,Springer Nature,Hybrid,Q1,,,,
World Journal of Microbiology and Biotechnology,0959-3993,1573-0972,,,Springer Nature,Hybrid,Q2,,,,
World Journal of Pediatrics,1708-8569,1867-0687,,,Springer Nature,Hybrid,Q1,,,,
World Journal of Urology,0724-4983,1433-8726,,,Springer Nature,Hybrid,Q2,,,,
World Wide Web,1386-145X,1573-1413,,,Springer Nature,Hybrid,Q2,,,,
ZDM – Mathematics Education,1863-9690,1863-9704,,,Springer Nature,Hybrid,Q1,,,,
Zeitschrift für angewandte Mathematik und Physik,0044-2275,1420-9039,,,Springer Nature,Hybrid,Q2,,,,
