journal_title,issn,eissn,subject_area,subject_category,publisher,oa_type,sjr_quartile,sjr_score,impact_factor,h_index,scope
Small Group Research,1046-4964,1552-8278,Business & Management,Business & Management,SAGE,Hybrid,,,,,
South African Journal of Psychology,0081-2463,2078-8208,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Transformation,0265-3788,1759-8931,"Religion, Theology and Biblical Studies",Religion,SAGE,Hybrid,,,,,
Contemporary Education Dialogue,0973-1849,2249-5320,Education,Education,SAGE,Hybrid,,,,,
Journal of the American Psychoanalytic Association,0003-0651,1941-2460,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Public Health Reports®,0033-3549,1468-2877,Public Health,Health & Nursing,SAGE,Hybrid,,,,,
Journal of Macromarketing,0276-1467,1552-6534,Marketing & Hospitality,Business & Management,SAGE,Hybrid,,,,,
International Journal of Police Science & Management,1461-3557,1478-1603,Criminology & Criminal Justice,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
Journal of General Management,0306-3070,1759-6106,Business & Management,Business & Management,SAGE,Hybrid,,,,,
The International Journal of High Performance Computing Applications,1094-3420,1741-2846,Materials Science & Engineering,Computing & Data Science,SAGE,Hybrid,,,,,
Alternatives,0304-3754,2163-3150,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
International Journal of Electrical Engineering & Education,0020-7209,2050-4578,Materials Science & Engineering,Engineering,SAGE,Hybrid,,,,,
Economic and Industrial Democracy,0143-831X,1461-7099,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Powder Metallurgy,0032-5899,1743-2901,NA,Engineering,SAGE,Hybrid,,,,,
Political Studies,0032-3217,1467-9248,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Conflict Management and Peace Science,0738-8942,1549-9219,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Studies in Microeconomics,2321-0222,2321-8398,Economics & Development Studies,Business & Management,SAGE,Hybrid,,,,,
Journal of Early Childhood Literacy,1468-7984,1741-2919,Education,Education,SAGE,Hybrid,,,,,
Journal of Material Culture,1359-1835,1460-3586,Anthropology & Archaeology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Studies in History,0257-6430,0973-080X,History,History,SAGE,Hybrid,,,,,
Journal of Public Policy & Marketing,0743-9156,1547-7207,Marketing & Hospitality,Business & Management,SAGE,Hybrid,,,,,
Environment and Planning D: Society and Space,0263-7758,1472-3433,"Geography, Earth & Environmental Science",Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
Mineral Processing and Extractive Metallurgy,2572-6641,2572-665X,NA,Engineering,SAGE,Hybrid,,,,,
Adult Learning,1045-1595,2162-4070,Education,Education,SAGE,Hybrid,,,,,
Perceptual and Motor Skills,0031-5125,1558-688X,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Emotion Review,1754-0739,1754-0747,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
The Journal of Applied Behavioral Science,0021-8863,1552-6879,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Journal of Black Studies,0021-9347,1552-4566,Area & Ethnic Studies,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
World Journal for Pediatric and Congenital Heart Surgery,2150-1351,2150-136X,Cardiology & Cardiovascular Medicine,Cardiology & Cardiovascular Medicine,SAGE,Hybrid,,,,,
Journal of Oncology Pharmacy Practice,1078-1552,1477-092X,Pharmacology & Toxicology,"Pharmacology, Toxicology & Pathology",SAGE,Hybrid,,,,,
Tourism Economics,1354-8166,2044-0375,Vocational & Professional Studies,Business & Management,SAGE,Hybrid,,,,,
Educational and Psychological Measurement,0013-1644,1552-3888,Research Methods & Evaluation,Research Methods & Evaluation,SAGE,Hybrid,,,,,
Journal of Management Inquiry,1056-4926,1552-6542,Business & Management,Business & Management,SAGE,Hybrid,,,,,
The Journal of Criminal Law,0022-0183,1740-5580,Criminology & Criminal Justice,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
Journal of Generic Medicines,1741-1343,1741-7090,Other Health Specialties,Health & Nursing,SAGE,Hybrid,,,,,
Abstracts in Anthropology,0001-3455,1557-5136,Anthropology & Archaeology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Journalism & Mass Communication Quarterly,1077-6990,2161-430X,Communication & Media Studies,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Journal of Travel Research,0047-2875,1552-6763,Marketing & Hospitality,Business & Management,SAGE,Hybrid,,,,,
Games and Culture,1555-4120,1555-4139,Sociology,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Beyond Behavior,1074-2956,2163-5323,Education,Education,SAGE,Hybrid,,,,,
Sex & Sexualities,3033-3717,3033-3717,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
"Tribology - Materials, Surfaces & Interfaces",1751-5831,1751-584X,NA,Engineering,SAGE,Hybrid,,,,,
Dialogues in Sociology,2976-8667,2976-8667,NA,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
New Labor Forum,1095-7960,1557-2978,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Applied Earth Science,2572-6838,2572-6846,NA,Engineering,SAGE,Hybrid,,,,,
Journal of Cerebral Blood Flow & Metabolism,0271-678X,1559-7016,Life & Biomedical Sciences,"Neurology, Neuroscience & Psychiatry",SAGE,Hybrid,,,,,
Research on Social Work Practice,1049-7315,1552-7581,"Psychology, Psychiatry & Counseling",Social Work & Social Policy,SAGE,Hybrid,,,,,
Journal of Mixed Methods Research,1558-6898,1558-6901,Research Methods & Evaluation,Research Methods & Evaluation,SAGE,Hybrid,,,,,
Journal of Public Affairs Education,1523-6803,2328-9643,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Youth & Society,0044-118X,1552-8499,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Developmental Child Welfare,2516-1032,2516-1040,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Nursing Ethics,0969-7330,1477-0989,Nursing,Health & Nursing,SAGE,Hybrid,,,,,
Organization,1350-5084,1461-7323,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Journal of Neonatology,0973-2179,0973-2187,Clinical Medicine,Health & Nursing,SAGE,Hybrid,,,,,
Journal of the American Psychiatric Nurses Association,1078-3903,1532-5725,Nursing,Health & Nursing,SAGE,Hybrid,,,,,
Public Administration Quarterly,0734-9149,2327-4433,NA,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Journal of Drug Education,0047-2379,1541-4159,Criminology & Criminal Justice,Health & Nursing,SAGE,Hybrid,,,,,
International Journal of Damage Mechanics,1056-7895,1530-7921,Materials Science & Engineering,Material Science,SAGE,Hybrid,,,,,
ANTYAJAA: Indian Journal of Women and Social Change,2455-6327,2456-3722,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Modern China,0097-7004,1552-6836,Area & Ethnic Studies,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Scandinavian Journal of Public Health,1403-4948,1651-1905,Public Health,Health & Nursing,SAGE,Hybrid,,,,,
Incarceration,2632-6663,2632-6663,NA,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
American Educational Research Journal,0002-8312,1935-1011,Education,Education,SAGE,Hybrid,,,,,
Journal for the History of Astronomy,0021-8286,1753-8556,History,History,SAGE,Hybrid,,,,,
Journal of Marketing Research,0022-2437,1547-7193,Marketing & Hospitality,Business & Management,SAGE,Hybrid,,,,,
HERD: Health Environments Research & Design Journal,1937-5867,2167-5112,Public Health,Health & Nursing,SAGE,Hybrid,,,,,
International Studies,0020-8817,0973-0702,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
International Journal of Tryptophan Research,1178-6469,1178-6469,Life & Biomedical Sciences,Biology & Life Sciences,SAGE,Hybrid,,,,,
Currents in Biblical Research,1476-993X,1745-5200,"Religion, Theology and Biblical Studies",Religion,SAGE,Hybrid,,,,,
Abhigyan,0970-2385,2583-1445,Business & Management,Business & Management,SAGE,Hybrid,,,,,
"Transactions in Urban Data, Science, and Technology",2754-1231,2754-1231,NA,Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
"Plastics, Rubber and Composites",1465-8011,1743-2898,NA,Material Science,SAGE,Hybrid,,,,,
The Journal of Special Education,0022-4669,1538-4764,Education,Education,SAGE,Hybrid,,,,,
Journal of Alternative Finance,2753-3743,2753-3743,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Administration & Society,0095-3997,1552-3039,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Web Intelligence,2405-6456,2405-6464,"Maths, Physics, Chemistry & Computing",Computing & Data Science,SAGE,Hybrid,,,,,
Journal of Studies in International Education,1028-3153,1552-7808,Education,Education,SAGE,Hybrid,,,,,
Journal of Investigative Medicine,1081-5589,1708-8267,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Journal of Visual Impairment & Blindness,0145-482X,1559-1476,Education,Education,SAGE,Hybrid,,,,,
International Journal of Applied Electromagnetics and Mechanics,1383-5416,1875-8800,Materials Science & Engineering,Engineering,SAGE,Hybrid,,,,,
Journal of Emotional and Behavioral Disorders,1063-4266,1538-4799,Education,Education,SAGE,Hybrid,,,,,
Wind Engineering,0309-524X,2048-402X,Materials Science & Engineering,Engineering,SAGE,Hybrid,,,,,
Asian and Pacific Migration Journal,0117-1968,2057-049X,Area & Ethnic Studies,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Mining Technology,2572-6668,2572-6676,NA,Engineering,SAGE,Hybrid,,,,,
Comparative Political Studies,0010-4140,1552-3829,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Rehabilitation Counseling Bulletin,0034-3552,1538-4853,Education,Education,SAGE,Hybrid,,,,,
Biological Research For Nursing,1099-8004,1552-4175,Nursing,Health & Nursing,SAGE,Hybrid,,,,,
International Journal of Bilingualism,1367-0069,1756-6878,Language & Linguistics,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Quantum Economics and Finance,2976-7032,2976-7040,NA,Business & Management,SAGE,Hybrid,,,,,
Indian Journal of Public Administration,0019-5561,2457-0222,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Learning Disability Quarterly,0731-9487,2168-376X,Education,Education,SAGE,Hybrid,,,,,
European Union Politics,1465-1165,1741-2757,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Seminars in Cardiothoracic and Vascular Anesthesia,1089-2532,1940-5596,Cardiology & Cardiovascular Medicine,Cardiology & Cardiovascular Medicine,SAGE,Hybrid,,,,,
Journal of Marketing,0022-2429,1547-7185,Marketing & Hospitality,Business & Management,SAGE,Hybrid,,,,,
New Media & Society,1461-4448,1461-7315,Communication & Media Studies,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Acupuncture in Medicine,0964-5284,1759-9873,"Orthopedics, Biomechanics & Sports Medicine","Orthopedics, Sports Medicine & Rehabilitation",SAGE,Hybrid,,,,,
Journal of Prevention and Health Promotion,2632-0770,2632-0789,NA,Psychology & Counseling,SAGE,Hybrid,,,,,
Journal of Holistic Nursing,0898-0101,1552-5724,Other Health Specialties,Health & Nursing,SAGE,Hybrid,,,,,
Irish Journal of Sociology,0791-6035,2050-5280,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
"Strength, Fracture and Complexity",1567-2069,1875-9262,Materials Science & Engineering,Material Science,SAGE,Hybrid,,,,,
Career Development and Transition for Exceptional Individuals,2165-1434,2165-1442,Education,Education,SAGE,Hybrid,,,,,
The British Journal of Politics and International Relations,1369-1481,1467-856X,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Journal of X-Ray Science and Technology,0895-3996,1095-9114,Other Health Specialties,Health & Nursing,SAGE,Hybrid,,,,,
Science & Society,0036-8237,1943-2801,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Ergonomics in Design,1064-8046,-,"Psychology, Psychiatry & Counseling","Design, Architecture & Ergonomics",SAGE,Hybrid,,,,,
Progress in Human Geography,0309-1325,1477-0288,"Geography, Earth & Environmental Science",Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
The Anthropocene Review,2053-0196,2053-020X,"Geography, Earth & Environmental Science",Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
Anthropological Theory,1463-4996,1741-2641,Anthropology & Archaeology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Gifted Education International,0261-4294,2047-9077,Education,Education,SAGE,Hybrid,,,,,
HSS Journal®,1556-3316,1556-3324,"Orthopedics, Biomechanics & Sports Medicine",Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
International Journal of Sports Science & Coaching,1747-9541,2048-397X,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
The Medieval History Journal,0971-9458,0973-0753,History,History,SAGE,Hybrid,,,,,
American Journal of Lifestyle Medicine,1559-8276,1559-8284,Clinical Medicine,Health & Nursing,SAGE,Hybrid,,,,,
Journal of Interdisciplinary Economics,0260-1079,2321-5305,Economics & Development Studies,Business & Management,SAGE,Hybrid,,,,,
Journal of the ICRU,1473-6691,1742-3422,Life & Biomedical Sciences,Life & Biomedical Sciences,SAGE,Hybrid,,,,,
International Political Science Abstracts,0020-8345,1751-9292,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Waste Management & Research,0734-242X,1096-3669,Materials Science & Engineering,Engineering,SAGE,Hybrid,,,,,
Statistical Journal of the IAOS,1874-7655,1875-9254,"Maths, Physics, Chemistry & Computing",Computing & Data Science,SAGE,Hybrid,,,,,
Annals of the ICRP,0146-6453,1872-969X,Clinical Medicine,"Neurology, Neuroscience & Psychiatry",SAGE,Hybrid,,,,,
Transcultural Psychiatry,1363-4615,1461-7471,"Psychology, Psychiatry & Counseling","Neurology, Neuroscience & Psychiatry",SAGE,Hybrid,,,,,
Journal of Computer Security,0926-227X,1875-8924,"Maths, Physics, Chemistry & Computing",Computing & Data Science,SAGE,Hybrid,,,,,
Algorithmic Finance,2158-5571,2157-6203,"Maths, Physics, Chemistry & Computing",Computing & Data Science,SAGE,Hybrid,,,,,
Advances in Developing Human Resources,1523-4223,1552-3055,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Journal of Aging and Health,0898-2643,1552-6887,Aging & Gerontology,Health & Nursing,SAGE,Hybrid,,,,,
European Journal of Mass Spectrometry,1469-0667,1751-6838,Materials Science & Engineering,Physical Sciences,SAGE,Hybrid,,,,,
Emerging Adulthood,2167-6968,2167-6984,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
American Behavioral Scientist,0002-7642,1552-3381,"Psychology, Psychiatry & Counseling","Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Innovations,1556-9845,1559-0879,Cardiology & Cardiovascular Medicine,Cardiology & Cardiovascular Medicine,SAGE,Hybrid,,,,,
International Journal of Mechanical Engineering Education,0306-4190,2050-4586,Materials Science & Engineering,Engineering,SAGE,Hybrid,,,,,
Tourism and Hospitality Research,1467-3584,1742-9692,Marketing & Hospitality,Business & Management,SAGE,Hybrid,,,,,
Hospital Pharmacy,0018-5787,1945-1253,Pharmacology & Toxicology,"Pharmacology, Toxicology & Pathology",SAGE,Hybrid,,,,,
Educational Researcher,0013-189X,1935-102X,Education,Education,SAGE,Hybrid,,,,,
European Journal of Women's Studies,1350-5068,1461-7420,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Journal on Migration and Human Security,2331-5024,2330-2488,Area & Ethnic Studies,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
European Physical Education Review,1356-336X,1741-2749,Education,Education,SAGE,Hybrid,,,,,
The Stata Journal,1536-867X,1536-8734,Research Methods & Evaluation,Research Methods & Evaluation,SAGE,Hybrid,,,,,
Journal of Chinese Writing Systems,2513-8502,2513-8510,Arts & Humanities,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Journal of Land and Rural Studies,2321-0249,2321-7464,Economics & Development Studies,Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
Nonprofit and Voluntary Sector Quarterly,0899-7640,1552-7395,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Journal of Intelligent & Fuzzy Systems,1064-1246,1875-8967,"Maths, Physics, Chemistry & Computing",Computing & Data Science,SAGE,Hybrid,,,,,
Clinical Child Psychology and Psychiatry,1359-1045,1461-7021,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Asian Cardiovascular and Thoracic Annals,0218-4923,1816-5370,Cardiology & Cardiovascular Medicine,Cardiology & Cardiovascular Medicine,SAGE,Hybrid,,,,,
Accounting History,1032-3732,1749-3374,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Journalism,1464-8849,1741-3001,Communication & Media Studies,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Sexual Abuse,1079-0632,1573-286X,Criminology & Criminal Justice,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
IFLA Journal,0340-0352,1745-2651,Vocational & Professional Studies,Information Science,SAGE,Hybrid,,,,,
Police Quarterly,1098-6111,1552-745X,Criminology & Criminal Justice,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
Journal of Health Management,0972-0634,0973-0729,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Evaluation Review,0193-841X,1552-3926,Research Methods & Evaluation,Research Methods & Evaluation,SAGE,Hybrid,,,,,
Contributions to Indian Sociology,0069-9659,0973-0648,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Journal of Adolescent Research,0743-5584,1552-6895,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Journal of Sociology,1440-7833,1741-2978,Cultural Studies,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Journal of Human Lactation,0890-3344,1552-5732,Nursing,Health & Nursing,SAGE,Hybrid,,,,,
Review & Expositor,0034-6373,2052-9449,"Religion, Theology and Biblical Studies",Religion,SAGE,Hybrid,,,,,
Sociological Methodology,0081-1750,1467-9531,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Healthcare Management Forum,0840-4704,2352-3883,Public Health,Health & Nursing,SAGE,Hybrid,,,,,
Animation,1746-8477,1746-8485,Communication & Media Studies,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Emerging Economy Studies,2394-9015,2454-2148,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Journal of Creative Communications,0973-2586,0973-2594,Communication & Media Studies,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
Journal of Advanced Oral Research,2320-2068,2320-2076,Clinical Medicine,Health & Nursing,SAGE,Hybrid,,,,,
Journal of Social and Personal Relationships,0265-4075,1460-3608,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
International Journal of Cultural Studies,1367-8779,1460-356X,Cultural Studies,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Topics in Early Childhood Special Education,0271-1214,1538-4845,Education,Education,SAGE,Hybrid,,,,,
Calcutta Statistical Association Bulletin,0008-0683,2456-6462,Research Methods & Evaluation,Research Methods & Evaluation,SAGE,Hybrid,,,,,
Tumori Journal,0300-8916,2038-2529,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Home Health Care Management & Practice,1084-8223,1552-6739,Public Health,Health & Nursing,SAGE,Hybrid,,,,,
"Journal of College Student Retention: Research, Theory & Practice",1521-0251,1541-4167,Education,Education,SAGE,Hybrid,,,,,
Anaesthesia and Intensive Care,0310-057X,1448-0271,Other Health Specialties,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Sociological Theory,0735-2751,1467-9558,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Sociology of Race and Ethnicity,2332-6492,2332-6506,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
European Journal of Criminology,1477-3708,1741-2609,Criminology & Criminal Justice,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
Clinical Nursing Research,1054-7738,1552-3799,Nursing,Health & Nursing,SAGE,Hybrid,,,,,
Journal of Health Psychology,1359-1053,1461-7277,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Strategic Organization,1476-1270,1741-315X,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Journal of Cellular Plastics,0021-955X,1530-7999,Materials Science & Engineering,Engineering,SAGE,Hybrid,,,,,
Organizational Research Methods,1094-4281,1552-7425,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Journal of South Asian Development,0973-1741,0973-1733,Area & Ethnic Studies,Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
First Language,0142-7237,1740-2344,Language & Linguistics,Communication & Media Studies and Language & Linguistics,SAGE,Hybrid,,,,,
"Politics, Philosophy & Economics",1470-594X,1741-3060,Arts & Humanities,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Multiagent and Grid Systems,1574-1702,1875-9076,"Maths, Physics, Chemistry & Computing",Computing & Data Science,SAGE,Hybrid,,,,,
The Indian Economic and Social History Review,0019-4646,0973-0893,Area & Ethnic Studies,History,SAGE,Hybrid,,,,,
Physiotherapy Practice and Research,2213-0683,2213-0691,Other Health Specialties,Health & Nursing,SAGE,Hybrid,,,,,
Contemporary Sociology,0094-3061,1939-8638,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Journal for the Study of the New Testament,0142-064X,1745-5294,"Religion, Theology and Biblical Studies",Religion,SAGE,Hybrid,,,,,
Journal of Early Childhood Research,1476-718X,1741-2927,Education,Education,SAGE,Hybrid,,,,,
Vascular Medicine,1358-863X,1477-0377,Cardiology & Cardiovascular Medicine,Cardiology & Cardiovascular Medicine,SAGE,Hybrid,,,,,
Dialogues on Climate Change,2976-8659,2976-8659,NA,Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
Public Understanding of Science,0963-6625,1361-6609,Science & Society Studies,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Business Information Review,0266-3821,1741-6450,Business & Management,Business & Management,SAGE,Hybrid,,,,,
The Expository Times,0014-5246,1745-5308,"Religion, Theology and Biblical Studies",Religion,SAGE,Hybrid,,,,,
Cornell Hospitality Quarterly,1938-9655,1938-9663,Marketing & Hospitality,Business & Management,SAGE,Hybrid,,,,,
Cross-Cultural Research,1069-3971,1552-3578,Sociology,Research Methods & Evaluation,SAGE,Hybrid,,,,,
Environment and Behavior,0013-9165,1552-390X,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Coastal Studies & Society,2634-9817,2634-9817,NA,Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
Journal of Veterinary Diagnostic Investigation,1040-6387,1943-4936,Other Health Specialties,"Pharmacology, Toxicology & Pathology",SAGE,Hybrid,,,,,
Higher Education for the Future,2347-6311,2348-5779,Education,Education,SAGE,Hybrid,,,,,
Leadership,1742-7150,1742-7169,Business & Management,Business & Management,SAGE,Hybrid,,,,,
South Asian Journal of Human Resources Management,2322-0937,2349-5790,Business & Management,Business & Management,SAGE,Hybrid,,,,,
Recherche et Applications en Marketing (French Edition),0767-3701,2051-2821,Business & Management,Business & Management,SAGE,Hybrid,,,,,
The Antitrust Bulletin,0003-603X,1930-7969,Criminology & Criminal Justice,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
Journal of Attention Disorders,1087-0547,1557-1246,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
State and Local Government Review,0160-323X,1943-3409,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
Journal of Vacation Marketing,1356-7667,1479-1870,Marketing & Hospitality,Business & Management,SAGE,Hybrid,,,,,
"Law, Culture and the Humanities",1743-8721,1743-9752,Arts & Humanities,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
Shoulder & Elbow,1758-5732,1758-5740,"Orthopedics, Biomechanics & Sports Medicine","Orthopedics, Sports Medicine & Rehabilitation",SAGE,Hybrid,,,,,
Improving Schools,1365-4802,1475-7583,Education,Education,SAGE,Hybrid,,,,,
Sexualities,1363-4607,1461-7382,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
The Journal of Vascular Access,1129-7298,1724-6032,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Current Directions in Psychological Science,0963-7214,1467-8721,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Journal of Historical Research in Music Education,1536-6006,2328-2525,Education,Education,SAGE,Hybrid,,,,,
Active Learning in Higher Education,1469-7874,1741-2625,Education,Education,SAGE,Hybrid,,,,,
Ethnography,1466-1381,1741-2714,Anthropology & Archaeology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Journal of Biological Rhythms,0748-7304,1552-4531,Neurology,Biology & Life Sciences,SAGE,Hybrid,,,,,
Childhood,0907-5682,1461-7013,Anthropology & Archaeology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
The Journal of Transport History,0022-5266,1759-3999,History,History,SAGE,Hybrid,,,,,
Dialogues in Human Geography,2043-8206,2043-8214,"Geography, Earth & Environmental Science",Geography and Urban Studies & Planning,SAGE,Hybrid,,,,,
Journal of Victimology and Victim Justice,2516-6069,2516-6077,Criminology & Criminal Justice,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
Medical Law International,0968-5332,2047-9441,Other Health Specialties,Health & Nursing,SAGE,Hybrid,,,,,
Translational Science of Rare Diseases,2214-6490,2214-6512,Clinical Medicine,Clinical Medicine & Surgery,SAGE,Hybrid,,,,,
Statistical Methods in Medical Research,0962-2802,1477-0334,Clinical Medicine,Research Methods & Evaluation,SAGE,Hybrid,,,,,
European Journal of Political Theory,1474-8851,1741-2730,Political Science & International Relations,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
International Journal of Educational Reform,1056-7879,-,Education,Education,SAGE,Hybrid,,,,,
European Journal of Social Theory,1368-4310,1461-7137,Cultural Studies,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Information Development,0266-6669,1741-6469,Vocational & Professional Studies,Information Science,SAGE,Hybrid,,,,,
Technology and Disability,1055-4181,1878-643X,Other Health Specialties,Health & Nursing,SAGE,Hybrid,,,,,
Punishment & Society,1462-4745,1741-3095,Criminology & Criminal Justice,Criminology & Criminal Justice,SAGE,Hybrid,,,,,
International Journal of Forensic Mental Health,1499-9013,1932-9903,"Psychology, Psychiatry & Counseling",Psychology & Counseling,SAGE,Hybrid,,,,,
Main Group Chemistry,1024-1221,1745-1167,"Maths, Physics, Chemistry & Computing",Physical Sciences,SAGE,Hybrid,,,,,
Feminist Review,0141-7789,1466-4380,Sociology,"Sociology, Gender Studies & Cultural Studies",SAGE,Hybrid,,,,,
Review of Radical Political Economics,0486-6134,1552-8502,Economics & Development Studies,"Politics, Public Administration & International Relations",SAGE,Hybrid,,,,,
