journal_title,issn,eissn,subject_area,subject_category,publisher,oa_type,sjr_quartile,sjr_score,impact_factor,h_index,scope
Journal of Zoology,,1469-7998,Life Sciences,Animal Science & Zoology,Wiley,Hybrid,Q2,,1.6,,
"Knee Surgery, Sports Traumatology, Arthroscopy",,1433-7347,Medicine,Orthopedics,Wiley,Hybrid,Q1,,5,,
Land Degradation & Development,,1099-145X,"Earth, Space & Environmental Sciences",Environmental Geoscience,Wiley,Hybrid,Q2,,3.7,,
Language Learning,,1467-9922,Humanities,Applied Linguistics,Wiley,Hybrid,Q1,,4.2,,
Laryngoscope Investigative Otolaryngology,,2378-8038,Medicine,"Otolaryngology (Ear, Nose & Throat)",Wiley,Hybrid,Q2,,1.7,,
Laser & Photonics Reviews,,1863-8899,Physical Sciences & Engineering,General Physics,Wiley,Hybrid,Q1,,10,,
Lasers in Surgery and Medicine,,1096-9101,Medicine,General Surgery,Wiley,Hybrid,Q2,,1.9,,
Law & Policy,,1467-9930,Law & Criminology,General & Introductory Law,Wiley,Hybrid,Q1,,1.6,,
Learned Publishing,,1741-4857,Social & Behavioral Sciences,Information & Library Science,Wiley,Hybrid,Q2,,2.4,,
Legal and Criminological Psychology,,2044-8333,Psychology,Forensic Psychology,Wiley,Hybrid,Q1,,1.9,,
Legislative Studies Quarterly,,1939-9162,Social & Behavioral Sciences,General & Introductory Political Science,Wiley,Hybrid,Q1,,2.4,,
Limnology and Oceanography,,1939-5590,"Earth, Space & Environmental Sciences",Environmental Science,Wiley,Hybrid,Q1,,3.7,,
Limnology and Oceanography Letters,,2378-2242,"Earth, Space & Environmental Sciences",Earth Sciences,Wiley,Hybrid,Q1,,5,,
Limnology and Oceanography: Methods,,1541-5856,"Earth, Space & Environmental Sciences",Environmental Science,Wiley,Hybrid,Q2,,1.9,,
Literacy,,1741-4369,Social & Behavioral Sciences,Literacy & Reading,Wiley,Hybrid,Q1,,1.5,,
Literature Compass,,1741-4113,Humanities,General Literature,Wiley,Hybrid,Q2,,0.2,,
Liver International,,1478-3231,Medicine,Hepatology,Wiley,Hybrid,Q1,,5.2,,
Luminescence,,1522-7243,Chemistry,Analytical Chemistry,Wiley,Hybrid,Q2,,3,,
Macromolecular Bioscience,,1616-5195,Physical Sciences & Engineering,Polymer Science & Technology General,Wiley,Hybrid,Q2,,4.1,,
Macromolecular Materials and Engineering,,1439-2054,Physical Sciences & Engineering,Polymer Science & Technology,Wiley,Hybrid,Q2,,4.6,,
Macromolecular Rapid Communications,,1521-3927,Physical Sciences & Engineering,Polymer Science & Technology General,Wiley,Hybrid,Q2,,4.3,,
Magnetic Resonance in Medicine,,1522-2594,Medicine,Radiology & Imaging,Wiley,Hybrid,Q2,,3,,
Mammal Review,,1365-2907,Life Sciences,Animal Science & Zoology,Wiley,Hybrid,Q1,,4.4,,
Managerial and Decision Economics,,1099-1468,"Business, Economics, Finance & Accounting",General & Introductory Economics,Wiley,Hybrid,Q1,,2.7,,
Marine Ecology,,1439-0485,Life Sciences,Ecology & Organismal Biology,Wiley,Hybrid,Q2,,1.8,,
Marine Mammal Science,,1748-7692,Life Sciences,Animal Science Methods,Wiley,Hybrid,Q1,,1.9,,
Mass Spectrometry Reviews,,1098-2787,Chemistry,Mass Spectrometry,Wiley,Hybrid,Q1,,6.6,,
Materials and Corrosion,,1521-4176,Physical Sciences & Engineering,Corrosion,Wiley,Hybrid,Q2,,2,,
Maternal & Child Nutrition,,1740-8709,"Nursing, Dentistry & Healthcare",Nutrition,Wiley,Hybrid,Q1,,2.6,,
Mathematical Finance,,1467-9965,Mathematics & Statistics,Business & Finance,Wiley,Hybrid,Q2,,2.4,,
Mathematical Methods in the Applied Sciences,,1099-1476,Mathematics & Statistics,Mathematical Modeling,Wiley,Hybrid,Q1,,1.8,,
Mathematika,,2041-7942,Social & Behavioral Sciences,Mathematics,Wiley,Hybrid,Q2,,0.8,,
Mathematische Nachrichten,,1522-2616,Mathematics & Statistics,General & Introductory Mathematics,Wiley,Hybrid,Q2,,0.8,,
Mediators of Inflammation,,1466-1861,Medicine,Immunology,Wiley,Hybrid,Q2,,4.2,,
Medical and Veterinary Entomology,,1365-2915,Life Sciences,Entomology,Wiley,Hybrid,Q2,,1.9,,
Medical Anthropology Quarterly,,1548-1387,Social & Behavioral Sciences,Medical Anthropology,Wiley,Hybrid,Q1,,1.9,,
Medical Education,,1365-2923,Medicine,Medical Professional Development,Wiley,Hybrid,Q1,,5.2,,
Medical Journal of Australia,,1326-5377,Medicine,General & Internal Medicine,Wiley,Hybrid,Q1,,8.5,,
Medical Physics,,2473-4209,Physical Sciences & Engineering,Medical & Health Physics,Wiley,Hybrid,Q1,,3.2,,
Medicinal Research Reviews,,1098-1128,Chemistry,Pharmaceutical & Medicinal Chemistry,Wiley,Hybrid,Q1,,11.6,,
Metaphilosophy,,1467-9973,Humanities,Metaphysics,Wiley,Hybrid,Q1,,0.7,,
Meteoritics & Planetary Science,,1945-5100,"Earth, Space & Environmental Sciences",Geochemistry & Mineralogy,Wiley,Hybrid,Q2,,2.4,,
Methods in Ecology and Evolution,,2041-210X,Life Sciences,Ecology,Wiley,Hybrid,Q1,,6.2,,
Microbial Biotechnology,,1751-7915,Life Sciences,Microbiology & Virology,Wiley,Hybrid,Q1,,5.2,,
MicrobiologyOpen,,2045-8827,Life Sciences,Microbiology & Virology,Wiley,Hybrid,Q1,,4.6,,
Microscopy Research and Technique,,1097-0029,Life Sciences,Microscopy,Wiley,Hybrid,Q1,,2.1,,
Microsurgery,,1098-2752,Medicine,General Surgery,Wiley,Hybrid,Q2,,1.7,,
Middle East Policy,,1475-4967,Social & Behavioral Sciences,Middle Eastern Politics,Wiley,Hybrid,Q1,,1.1,,
Milton Quarterly,,1094-348X,Humanities,English Literature,Wiley,Hybrid,Q1,,0.4,,
Mind & Language,,1468-0017,Humanities,Philosophy of Mind,Wiley,Hybrid,Q1,,1.8,,
"Mind, Brain, and Education",,1751-228X,Psychology,Educational & School Psychology,Wiley,Hybrid,Q1,,2.2,,
Modern Theology,,1468-0025,Humanities,Contemporary Theology,Wiley,Hybrid,Q1,,0.4,,
Molecular Carcinogenesis,,1098-2744,Medicine,Oncology & Radiotherapy,Wiley,Hybrid,Q2,,3.2,,
Molecular Ecology,,1365-294X,Life Sciences,Evolution,Wiley,Hybrid,Q1,,3.9,,
Molecular Ecology Resources,,1755-0998,Evolution,Life Sciences,Wiley,Hybrid,Q1,,5.5,,
Molecular Informatics,,1868-1751,Chemistry,Computational Chemistry & Molecular Modeling,Wiley,Hybrid,Q1,,3.1,,
Molecular Nutrition & Food Research,,1613-4133,"Agriculture, Aquaculture & Food Science",General & Introductory Food Science & Technology,Wiley,Hybrid,Q2,,4.2,,
Molecular Oral Microbiology,,2041-1014,"Nursing, Dentistry & Healthcare",Oral Biology,Wiley,Hybrid,Q1,,2.9,,
Molecular Plant Pathology,,1364-3703,Life Sciences,Plant Science,Wiley,Hybrid,Q1,,4.9,,
Molecular Reproduction and Development,,1098-2795,Life Sciences,Developmental Biology,Wiley,Hybrid,Q2,,3,,
Movement Disorders,,1531-8257,Medicine,Neurology,Wiley,Hybrid,Q1,,7.6,,
Movement Disorders Clinical Practice,,2330-1619,Medicine,Neurology,Wiley,Hybrid,Q2,,2.7,,
Muscle & Nerve,,1097-4598,Medicine,Neurology,Wiley,Hybrid,Q2,,3.1,,
Music Analysis,,1468-2249,Art & Applied Arts,Music,Wiley,Hybrid,Q1,,0.8,,
Mycoses,,1439-0507,Dermatology,Medicine,Wiley,Hybrid,Q2,,3.1,,
Nanomaterials and Nanotechnology,,1847-9804,Physical Sciences & Engineering,Nanotechnology,Wiley,Hybrid,Q2,,3.3,,
Nations and Nationalism,,1469-8129,Social & Behavioral Sciences,General & Introductory Political Science,Wiley,Hybrid,Q1,,2,,
Natural Resource Modeling,,1939-7445,Mathematics & Statistics,Applied Mathematics in Science,Wiley,Hybrid,Q2,,2.1,,
Natural Resources Forum,,1477-8947,Social & Behavioral Sciences,General & Introductory Development Studies,Wiley,Hybrid,Q2,,3.7,,
Naval Research Logistics,,1520-6750,Mathematics & Statistics,Applied Probability & Statistics,Wiley,Hybrid,Q2,,2.1,,
Neural Plasticity,,1687-5443,Medicine,Neurology,Wiley,Hybrid,Q2,,3.7,,
Neurogastroenterology & Motility,,1365-2982,Medicine,Gastroenterology & Hepatology,Wiley,Hybrid,Q2,,2.9,,
Neuropathology and Applied Neurobiology,,1365-2990,Medicine,Pathology,Wiley,Hybrid,Q1,,3.4,,
New Directions for Child and Adolescent Development,,1534-8687,Social & Behavioral Sciences,Family & Child Studies Special Topics,Wiley,Hybrid,Q1,,2.1,,
New Phytologist,,1469-8137,Life Sciences,Plant Science,Wiley,Hybrid,Q1,,8.1,,
"New Technology, Work and Employment",,1468-005X,"Business, Economics, Finance & Accounting",Business Technology,Wiley,Hybrid,Q1,,7.3,,
New Zealand Geographer,,1745-7939,Social & Behavioral Sciences,General & Introductory Geography,Wiley,Hybrid,Q2,,1.2,,
New Zealand Journal of Agricultural Research,,1175-8775,"Agriculture, Aquaculture & Food Science",Agriculture & Ecology,Wiley,Hybrid,Q2,,1.5,,
New Zealand Journal of Geology and Geophysics,,1175-8791,"Earth, Space & Environmental Sciences",Geology & Geophysics,Wiley,Hybrid,Q1,,1.9,,
New Zealand Journal of Marine and Freshwater Research,,1175-8805,Life Sciences,Marine Ecology,Wiley,Hybrid,Q2,,1.7,,
NMR in Biomedicine,,1099-1492,Chemistry,NMR Spectroscopy / MRI / Imaging,Wiley,Hybrid,Q1,,2.7,,
Noûs,,1468-0068,Humanities,General Philosophy,Wiley,Hybrid,Q1,,2,,
Numerical Linear Algebra with Applications,,1099-1506,Mathematics & Statistics,Linear Algebra,Wiley,Hybrid,Q1,,2.1,,
Numerical Methods for Partial Differential Equations,,1098-2426,Mathematics & Statistics,Differential Equations,Wiley,Hybrid,Q2,,1.7,,
Nursing & Health Sciences,,1442-2018,"Nursing, Dentistry & Healthcare",Nursing General,Wiley,Hybrid,Q2,,1.6,,
Nursing Inquiry,,1440-1800,"Nursing, Dentistry & Healthcare",Nursing General,Wiley,Hybrid,Q1,,3,,
Nursing in Critical Care,,1478-5153,"Nursing, Dentistry & Healthcare",Nursing General,Wiley,Hybrid,Q1,,2.6,,
Nursing Open,,2054-1058,"Nursing, Dentistry & Healthcare",Nursing,Wiley,Hybrid,Q1,,2.3,,
Nursing Philosophy,,1466-769X,"Nursing, Dentistry & Healthcare",Nursing General,Wiley,Hybrid,Q1,,2.5,,
Nutrition & Dietetics,,1747-0080,"Nursing, Dentistry & Healthcare",Nutrition & Dietetics General,Wiley,Hybrid,Q2,,3.2,,
Nutrition Bulletin,,1467-3010,"Nursing, Dentistry & Healthcare",Nutrition,Wiley,Hybrid,Q2,,3.6,,
Obesity,,1930-739X,Medicine,Obesity,Wiley,Hybrid,Q1,,4.7,,
Obesity Reviews,,1467-789X,Medicine,Obesity,Wiley,Hybrid,Q1,,7.4,,
Oikos,,1600-0706,Life Sciences,Ecology & Organismal Biology,Wiley,Hybrid,Q2,,3,,
Optimal Control Applications and Methods,,1099-1514,Physical Sciences & Engineering,Control Systems Technology,Wiley,Hybrid,Q2,,1.5,,
Oral Diseases,,1601-0825,"Nursing, Dentistry & Healthcare",Oral Sciences & Technology,Wiley,Hybrid,Q1,,2.9,,
Orbis Litterarum,,1600-0730,Humanities,General Literature,Wiley,Hybrid,Q2,,0.2,,
Orthopaedic Surgery,,1757-7861,Medicine,Surgery & Surgical Specialties,Wiley,Hybrid,Q2,,2.1,,
Otolaryngology-Head and Neck Surgery,,1097-6817,Medicine,"Otolaryngology (Ear, Nose & Throat)",Wiley,Hybrid,Q1,,2.5,,
Oxford Bulletin of Economics and Statistics,,1468-0084,"Business, Economics, Finance & Accounting",General & Introductory Economics,Wiley,Hybrid,Q2,,1.4,,
Oxford Journal of Archaeology,,1468-0092,Social & Behavioral Sciences,General & Introductory Archaeology,Wiley,Hybrid,Q2,,0.7,,
Pacific Philosophical Quarterly,,1468-0114,Humanities,General Philosophy,Wiley,Hybrid,Q1,,0.8,,
Packaging Technology and Science,,1099-1522,Physical Sciences & Engineering,Industrial Engineering / Manufacturing,Wiley,Hybrid,Q2,,3.7,,
Paediatric and Perinatal Epidemiology,,1365-3016,"Nursing, Dentistry & Healthcare",Consumer Health General,Wiley,Hybrid,Q1,,2.5,,
Pain Practice,,1533-2500,Medicine,Pain Medicine,Wiley,Hybrid,Q2,,2.7,,
Pain Research and Management,,1918-1523,Medicine,Anesthesia & Pain Management,Wiley,Hybrid,Q2,,3,,
Palaeontology,,1475-4983,"Earth, Space & Environmental Sciences","Paleontology, Paleobiology & Geobiology",Wiley,Hybrid,Q1,,2.3,,
Paleoceanography and Paleoclimatology,,2572-4525,"Earth, Space & Environmental Sciences",Oceanography & Paleoceanography,Wiley,Hybrid,Q1,,3.2,,
Papers in Palaeontology,,2056-2802,"Earth, Space & Environmental Sciences","Paleontology, Paleobiology & Geobiology",Wiley,Hybrid,Q1,,2.2,,
Parasite Immunology,,1365-3024,Medicine,Immunology,Wiley,Hybrid,Q2,,2.1,,
Parliamentary History,,1750-0206,Humanities,Modern British History,Wiley,Hybrid,Q3,,0.2,,
Pathology International,,1440-1827,Medicine,Pathology,Wiley,Hybrid,Q1,,3.4,,
Pediatric Allergy and Immunology,,1399-3038,Medicine,Allergy & Clinical Immunology,Wiley,Hybrid,Q1,,4.5,,
Pediatric Anesthesia,,1460-9592,Medicine,Anesthesia & Pain Management,Wiley,Hybrid,Q2,,1.7,,
Pediatric Blood & Cancer,,1545-5017,Medicine,Oncology & Radiotherapy,Wiley,Hybrid,Q2,,2.3,,
Pediatric Diabetes,,1399-5448,Medicine,Diabetes,Wiley,Hybrid,Q1,,5.6,,
Pediatric Obesity,,2047-6310,Medicine,Obesity,Wiley,Hybrid,Q1,,2.7,,
Pediatric Pulmonology,,1099-0496,Medicine,Respiratory Medicine,Wiley,Hybrid,Q2,,2.3,,
People and Nature,,2575-8314,Life Sciences,Ecology,Wiley,Hybrid,Q1,,4.9,,
Periodontology 2000,,1600-0757,"Nursing, Dentistry & Healthcare",Periodontology,Wiley,Hybrid,Q1,,15.7,,
Permafrost and Periglacial Processes,,1099-1530,"Earth, Space & Environmental Sciences",Geomorphology,Wiley,Hybrid,Q1,,3.3,,
Personal Relationships,,1475-6811,Psychology,Social Psychology,Wiley,Hybrid,Q1,,2.2,,
Personality and Mental Health,,1932-863X,Psychology,Clinical Psychology,Wiley,Hybrid,Q2,,2.7,,
Personnel Psychology,,1744-6570,Psychology,Organizational & Industrial Psychology,Wiley,Hybrid,Q1,,6.4,,
Perspectives in Psychiatric Care,,1744-6163,"Nursing, Dentistry & Healthcare",Nursing General,Wiley,Hybrid,Q2,,1.9,,
Perspectives on Sexual and Reproductive Health,,1931-2393,Social & Behavioral Sciences,Population & Demography,Wiley,Hybrid,Q1,,3.5,,
Pest Management Science,,1526-4998,"Agriculture, Aquaculture & Food Science","Pests, Diseases & Weeds",Wiley,Hybrid,Q1,,3.8,,
Pharmaceutical Statistics,,1539-1612,Mathematics & Statistics,Clinical Trials,Wiley,Hybrid,Q2,,1.4,,
Pharmacoepidemiology and Drug Safety,,1099-1557,Medicine,Pharmacology & Pharmaceutical Medicine,Wiley,Hybrid,Q2,,2.4,,
Pharmacotherapy: The Journal of Human Pharmacology and Drug Therapy,,1875-9114,Medicine,Pharmacology & Pharmaceutical Medicine,Wiley,Hybrid,Q2,,3.4,,
Philosophical Investigations,,1467-9205,Humanities,General Philosophy,Wiley,Hybrid,Q2,,0.3,,
Philosophical Issues,,1758-2237,Humanities,General Philosophy,Wiley,Hybrid,Q1,,1,,
Philosophical Perspectives,,1758-2245,Humanities,General Philosophy,Wiley,Hybrid,Q1,,2.3,,
Philosophy & Public Affairs,,1088-4963,Humanities,Social Philosophy,Wiley,Hybrid,Q2,,2.1,,
Philosophy and Phenomenological Research,,1933-1592,Humanities,Phenomenology,Wiley,Hybrid,Q1,,1.4,,
Philosophy Compass,,1747-9991,Humanities,General Philosophy,Wiley,Hybrid,Q1,,2.4,,
"Photodermatology, Photoimmunology & Photomedicine",,1600-0781,Medicine,Dermatology,Wiley,Hybrid,Q2,,2.2,,
Physiologia Plantarum,,1399-3054,Life Sciences,Plant Science,Wiley,Hybrid,Q1,,3.6,,
Physiological Entomology,,1365-3032,Life Sciences,Entomology,Wiley,Hybrid,Q2,,1.5,,
Phytochemical Analysis,,1099-1565,Chemistry,Analytical Chemistry,Wiley,Hybrid,Q2,,2.6,,
Phytotherapy Research,,1099-1573,Medicine,Pharmacology & Pharmaceutical Medicine,Wiley,Hybrid,Q1,,6.3,,
Pigment Cell & Melanoma Research,,1755-148X,Life Sciences,Cell Biology,Wiley,Hybrid,Q2,,2.6,,
Plant Biology,,1438-8677,Life Sciences,Plant Science,Wiley,Hybrid,Q1,,3.6,,
Plant Biotechnology Journal,,1467-7652,Life Sciences,Plant Science,Wiley,Hybrid,Q1,,10.5,,
Plant Breeding,,1439-0523,Life Sciences,Plant Development,Wiley,Hybrid,Q2,,1.8,,
Plant Direct,,2475-4455,Life Sciences,Plant Science,Wiley,Hybrid,Q2,,2.3,,
Plant Pathology,,1365-3059,Life Sciences,Plant Science,Wiley,Hybrid,Q2,,2.4,,
"Plant, Cell & Environment",,1365-3040,Life Sciences,Plant Science,Wiley,Hybrid,Q1,,6.3,,
"Plants, People, Planet",,2572-2611,Life Sciences,Plant Science,Wiley,Hybrid,Q1,,3.6,,
Plasma Processes and Polymers,,1612-8869,Physical Sciences & Engineering,Polymer Science & Technology General,Wiley,Hybrid,Q1,,2.9,,
PM&R,,1934-1563,Medicine,Physical Rehabilitation,Wiley,Hybrid,Q1,,2.8,,
PoLAR: Political and Legal Anthropology Review,,1555-2934,Social & Behavioral Sciences,Economic & Political Anthropology,Wiley,Hybrid,Q2,,1.3,,
Policy & Internet,,1944-2866,Social & Behavioral Sciences,Public Policy & Administration,Wiley,Hybrid,Q1,,3.6,,
Policy Studies Journal,,1541-0072,Social & Behavioral Sciences,Public Policy & Administration,Wiley,Hybrid,Q1,,4.9,,
Political Psychology,,1467-9221,Psychology,Psychology General,Wiley,Hybrid,Q1,,3.5,,
Polymer Composites,,1548-0569,Physical Sciences & Engineering,Composites,Wiley,Hybrid,Q1,,4.7,,
Polymer Engineering & Science,,1548-2634,Physical Sciences & Engineering,Polymer Science & Technology General,Wiley,Hybrid,Q2,,3.2,,
Polymer International,,1097-0126,Physical Sciences & Engineering,Polymer Science & Technology General,Wiley,Hybrid,Q2,,3.6,,
Polymers for Advanced Technologies,,1099-1581,Physical Sciences & Engineering,Polymer processing,Wiley,Hybrid,Q2,,3.4,,
Population and Development Review,,1728-4457,Social & Behavioral Sciences,Population & Demography,Wiley,Hybrid,Q1,,4.8,,
"Population, Space and Place",,1544-8452,Social & Behavioral Sciences,General & Introductory Geography,Wiley,Hybrid,Q1,,2.6,,
PPAR Research,,1687-4765,Medicine,Cellular & Molecular Medicine,Wiley,Hybrid,Q2,,3.1,,
Prenatal Diagnosis,,1097-0223,Medicine,Obstetrics & Gynecology,Wiley,Hybrid,Q1,,2.7,,
Proceedings of the London Mathematical Society,,1460-244X,Mathematics & Statistics,General & Introductory Mathematics,Wiley,Hybrid,Q1,,1.6,,
Progress in Photovoltaics: Research and Applications,,1099-159X,Physical Sciences & Engineering,Solar Energy & Photovoltaics,Wiley,Hybrid,Q1,,7.6,,
"PROTEINS: Structure, Function, and Bioinformatics",,1097-0134,Chemistry,Protein Science,Wiley,Hybrid,Q2,,2.8,,
Protein Science,,1469-896X,Chemistry,Protein Science,Wiley,Hybrid,Q1,,5.2,,
Psychiatry and Clinical Neurosciences,,1440-1819,Medicine,Psychiatry,Wiley,Hybrid,Q1,,6.2,,
Psychology & Marketing,,1520-6793,"Business, Economics, Finance & Accounting",Introductory Marketing,Wiley,Hybrid,Q1,,9.1,,
"Psychology and Psychotherapy: Theory, Research and Practice",,2044-8341,Psychology,Psychotherapy & Counseling,Wiley,Hybrid,Q2,,2.7,,
Psycho-Oncology,,1099-1611,Medicine,Psycho-Oncology,Wiley,Hybrid,Q1,,3.5,,
Psychophysiology,,1469-8986,Psychology,Brain & Behavior: Physiological Psychology,Wiley,Hybrid,Q1,,2.8,,
Public Administration,,1467-9299,Social & Behavioral Sciences,General & Introductory Political Science,Wiley,Hybrid,Q1,,5.1,,
Public Administration and Development,,1099-162X,Social & Behavioral Sciences,General & Introductory Development Studies,Wiley,Hybrid,Q2,,2.1,,
Public Administration Review,,1540-6210,Social & Behavioral Sciences,Public Administration,Wiley,Hybrid,Q1,,4.9,,
Pulmonary Circulation,,2045-8940,Medicine,Cardiovascular Disease,Wiley,Hybrid,Q2,,2.5,,
Quality and Reliability Engineering International,,1099-1638,Mathematics & Statistics,Engineering Statistics,Wiley,Hybrid,Q2,,2.8,,
Quantitative Economics,,1759-7331,"Business, Economics, Finance & Accounting",General & Introductory Economics,Wiley,Hybrid,Q2,,2.2,,
Quarterly Journal of the Royal Meteorological Society,,1477-870X,"Earth, Space & Environmental Sciences",Atmospheric Sciences,Wiley,Hybrid,Q2,,2.9,,
R&D Management,,1467-9310,"Business, Economics, Finance & Accounting",General & Introductory Business & Management,Wiley,Hybrid,Q1,,5.7,,
Random Structures & Algorithms,,1098-2418,Mathematics & Statistics,Discrete Mathematics,Wiley,Hybrid,Q2,,0.8,,
Rare Metals,,1867-7185,Materials Science,Metallurgy &Metallurgical Engineering,Wiley,Hybrid,Q1,,11,,
Ratio,,1467-9329,Humanities,Analytic Philosophy,Wiley,Hybrid,Q2,,0.4,,
Reading Research Quarterly,,1936-2722,Social & Behavioral Sciences,Literacy & Reading,Wiley,Hybrid,Q1,,4.1,,
Real Estate Economics,,1540-6229,"Business, Economics, Finance & Accounting",Property & Real Estate,Wiley,Hybrid,Q2,,2,,
Regulation & Governance,,1748-5991,Social & Behavioral Sciences,General & Introductory Political Science,Wiley,Hybrid,Q1,,3.8,,
Religious Studies Review,,1748-0922,Humanities,Religious Studies,Wiley,Hybrid,Q3,,0.1,,
Remote Sensing in Ecology and Conservation,,2056-3485,Life Sciences,Ecology,Wiley,Hybrid,Q1,,4.3,,
Renaissance Studies,,1477-4658,Humanities,Renaissance History,Wiley,Hybrid,Q3,,0.1,,
Reproduction in Domestic Animals,,1439-0531,Veterinary Medicine,General & Introductory Veterinary Medicine,Wiley,Hybrid,Q2,,1.7,,
Reproductive Medicine and Biology,,1447-0578,Medicine,Obstetrics & Gynecology,Wiley,Hybrid,Q1,,3.3,,
Research in Nursing & Health,,1098-240X,"Nursing, Dentistry & Healthcare",Nursing General,Wiley,Hybrid,Q1,,2.4,,
Respirology,,1440-1843,Medicine,Respiratory Medicine,Wiley,Hybrid,Q1,,6.3,,
Restoration Ecology,,1526-100X,Life Sciences,Population & Community Ecology,Wiley,Hybrid,Q2,,2.7,,
Review of Development Economics,,1467-9361,"Business, Economics, Finance & Accounting",Economic Development,Wiley,Hybrid,Q2,,2.2,,
"Review of European, Comparative & International Environmental Law (RECIEL)",,2050-0394,Law & Criminology,General & Introductory Law,Wiley,Hybrid,Q1,,2.3,,
Review of Income and Wealth,,1475-4991,"Business, Economics, Finance & Accounting",General & Introductory Economics,Wiley,Hybrid,Q2,,1.8,,
Review of Policy Research,,1541-1338,Social & Behavioral Sciences,Public Policy & Administration,Wiley,Hybrid,Q1,,3.2,,
Reviews in Aquaculture,,1753-5131,"Agriculture, Aquaculture & Food Science","General Aquaculture, Fisheries & Fish Science",Wiley,Hybrid,Q1,,11.3,,
Reviews in Medical Virology,,1099-1654,Medicine,Infectious Disease,Wiley,Hybrid,Q1,,6.6,,
Reviews of Geophysics,,1944-9208,Physical Sciences & Engineering,Environmental Physics,Wiley,Hybrid,Q1,,37.3,,
Risk Analysis,,1539-6924,Mathematics & Statistics,Mathematical Modeling,Wiley,Hybrid,Q1,,3.3,,
Rural Sociology,,1549-0831,Social & Behavioral Sciences,General Sociology,Wiley,Hybrid,Q2,,1.9,,
Scandinavian Journal of Caring Sciences,,1471-6712,"Nursing, Dentistry & Healthcare",Nursing General,Wiley,Hybrid,Q2,,1.8,,
Scandinavian Journal of Medicine & Science in Sports,,1600-0838,Medicine,Sports Medicine,Wiley,Hybrid,Q1,,3.8,,
Scandinavian Journal of Psychology,,1467-9450,Psychology,Psychology General,Wiley,Hybrid,Q2,,2.1,,
Scandinavian Political Studies,,1467-9477,Social & Behavioral Sciences,General & Introductory Political Science,Wiley,Hybrid,Q1,,2.4,,
Science Education,,1098-237X,Social & Behavioral Sciences,Science,Wiley,Hybrid,Q1,,3.4,,
Sedimentology,,1365-3091,"Earth, Space & Environmental Sciences",Sedimentology & Stratigraphy,Wiley,Hybrid,Q1,,2.8,,
Singapore Journal of Tropical Geography,,1467-9493,Social & Behavioral Sciences,General & Introductory Geography,Wiley,Hybrid,Q2,,2.1,,
Skin Research and Technology,,1600-0846,Medicine,Dermatology,Wiley,Hybrid,Q1,,3.2,,
Small,,1613-6829,Physical Sciences & Engineering,Nanotechnology General,Wiley,Hybrid,Q1,,12.1,,
Small Methods,,2366-9608,Physical Sciences & Engineering,General & Introductory Materials Science,Wiley,Hybrid,Q1,,9.1,,
Small Structures,,2688-4062,Physical Sciences & Engineering,Materials Science,Wiley,Hybrid,Q1,,11.3,,
Social and Personality Psychology Compass,,1751-9004,Psychology,Social Psychology,Wiley,Hybrid,Q2,,2.8,,
Social Issues and Policy Review,,1751-2409,Psychology,Social Psychology,Wiley,Hybrid,Q1,,5.6,,
Social Policy & Administration,,1467-9515,Social & Behavioral Sciences,General & Introductory Social Policy & Welfare,Wiley,Hybrid,Q1,,2.2,,
Social Science Quarterly,,1540-6237,Social & Behavioral Sciences,General & Introductory Political Science,Wiley,Hybrid,Q2,,1.8,,
Sociologia Ruralis,,1467-9523,Social & Behavioral Sciences,General Sociology,Wiley,Hybrid,Q1,,3.7,,
Sociological Forum,,1573-7861,Social & Behavioral Sciences,General Sociology,Wiley,Hybrid,Q2,,1.5,,
Sociological Inquiry,,1475-682X,Social & Behavioral Sciences,General Sociology,Wiley,Hybrid,Q2,,1.6,,
Sociology Compass,,1751-9020,Social & Behavioral Sciences,General Sociology,Wiley,Hybrid,Q1,,2.1,,
Sociology of Health & Illness,,1467-9566,Social & Behavioral Sciences,Sociology of Health & Illness,Wiley,Hybrid,Q1,,2.7,,
Software: Practice and Experience,,1097-024X,Computer Science & Information Technology,Programming & Software Development,Wiley,Hybrid,Q2,,2.7,,
Soil Use and Management,,1475-2743,"Earth, Space & Environmental Sciences",Soil Science & Geoarchaeology,Wiley,Hybrid,Q2,,3.7,,
Solar RRL,,2367-198X,Physical Sciences & Engineering,General & Introductory Materials Science,Wiley,Hybrid,Q2,,4.7,,
Space Weather,,1542-7390,"Earth, Space & Environmental Sciences",Earth Sciences,Wiley,Hybrid,Q1,,3.5,,
Statistical Analysis and Data Mining,,1932-1872,Mathematics & Statistics,Data Analysis,Wiley,Hybrid,Q1,,3.6,,
Statistics in Medicine,,1097-0258,Mathematics & Statistics,Experimental Design,Wiley,Hybrid,Q1,,1.8,,
steel research international,,1869-344X,Physical Sciences & Engineering,General & Introductory Materials Science,Wiley,Hybrid,Q2,,2.5,,
Strain,,1475-1305,Physical Sciences & Engineering,Materials Characterization,Wiley,Hybrid,Q2,,2.4,,
Strategic Entrepreneurship Journal,,1932-443X,"Business, Economics, Finance & Accounting",Small Business & Entrepreneurship,Wiley,Hybrid,Q1,,6.3,,
Strategic Management Journal,,1097-0266,"Business, Economics, Finance & Accounting",Strategic Management,Wiley,Hybrid,Q1,,7.2,,
Stress and Health,,1532-2998,Psychology,Psychology General,Wiley,Hybrid,Q2,,2.7,,
